Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
LWCF global ceres_ebaf_toa_v4.0,W/m2,24.886,27.991,-3.106,10.74,12.282,6.988,0.86
NETCF global ceres_ebaf_toa_v4.0,W/m2,-25.666,-17.814,-7.852,15.662,15.115,13.542,0.743
ALBEDO_SRF global ceres_ebaf_surface_v2.8,dimensionless,0.144,0.148,-0.004,0.168,0.175,0.043,0.97
SWCFSRF global ceres_ebaf_surface_v2.8,W/m2,-54.018,-51.993,-2.025,23.379,21.973,13.638,0.825
LWCFSRF global ceres_ebaf_surface_v2.8,W/m2,27.163,28.864,-1.701,17.432,16.986,9.614,0.849
NETCF_SRF global ceres_ebaf_surface_v2.8,W/m2,-26.855,-23.129,-3.726,21.072,22.481,11.676,0.873
FLDS global ceres_ebaf_surface_v2.8,W/m2,344.762,345.439,-0.677,62.967,64.537,11.308,0.985
FLDSC global ceres_ebaf_surface_v2.8,W/m2,318.151,316.686,1.465,75.096,76.213,9.098,0.993
FLNS global ceres_ebaf_surface_v2.8,W/m2,52.228,53.189,-0.961,18.439,18.019,8.955,0.881
FLNSC global ceres_ebaf_surface_v2.8,W/m2,79.391,82.053,-2.663,13.329,18.257,9.202,0.89
FSDS global ceres_ebaf_surface_v2.8,W/m2,183.554,186.647,-3.093,59.097,55.013,15.79,0.966
FSDSC global ceres_ebaf_surface_v2.8,W/m2,244.311,244.232,0.078,50.044,50.085,6.549,0.991
FSNS global ceres_ebaf_surface_v2.8,W/m2,160.756,162.555,-1.799,63.273,61.527,13.494,0.977
FSNSC global ceres_ebaf_surface_v2.8,W/m2,214.774,214.548,0.226,65.05,65.632,9.303,0.99
ALBEDO_SRF global ceres_ebaf_surface_v4.0,dimensionless,0.144,0.144,0.0,0.168,0.174,0.042,0.971
SWCFSRF global ceres_ebaf_surface_v4.0,W/m2,-54.018,-50.235,-3.783,23.379,22.305,13.921,0.829
LWCFSRF global ceres_ebaf_surface_v4.0,W/m2,27.163,30.068,-2.905,17.432,14.711,8.664,0.885
NETCF_SRF global ceres_ebaf_surface_v4.0,W/m2,-26.855,-20.167,-6.687,21.072,20.463,11.941,0.887
FLDS global ceres_ebaf_surface_v4.0,W/m2,344.762,345.277,-0.515,62.967,66.344,11.739,0.985
FLDSC global ceres_ebaf_surface_v4.0,W/m2,318.151,314.466,3.685,75.096,77.709,10.191,0.993
FLNS global ceres_ebaf_surface_v4.0,W/m2,52.228,53.408,-1.181,18.439,17.6,10.217,0.842
FLNSC global ceres_ebaf_surface_v4.0,W/m2,79.391,83.476,-4.086,13.329,18.046,8.807,0.92
FSDS global ceres_ebaf_surface_v4.0,W/m2,183.554,187.216,-3.661,59.097,55.394,15.839,0.966
FSDSC global ceres_ebaf_surface_v4.0,W/m2,244.311,243.864,0.447,50.044,48.19,5.284,0.995
FSNS global ceres_ebaf_surface_v4.0,W/m2,160.756,163.89,-3.134,63.273,61.838,13.826,0.977
FSNSC global ceres_ebaf_surface_v4.0,W/m2,214.774,214.125,0.649,65.05,64.156,8.387,0.992
LHFLX global OAFlux,W/m2,89.523,94.371,-4.848,53.247,37.404,26.856,0.908
SHFLX global OAFlux,W/m2,15.881,10.428,5.453,18.609,8.383,8.723,0.511
LHFLX global ERA-Interim,W/m2,89.523,83.172,6.351,53.247,50.224,16.592,0.958
SHFLX global ERA-Interim,W/m2,15.881,17.459,-1.578,18.609,16.867,9.988,0.85
PSL global ERA-Interim,mbar,1011.218,1011.302,-0.084,10.582,8.141,3.405,0.967
FSNS global ERA-Interim,W/m2,160.756,163.729,-2.973,63.273,58.922,14.812,0.974
FLNS global ERA-Interim,W/m2,52.228,56.192,-3.964,18.439,18.108,9.533,0.888
NET_FLUX_SRF global ERA-Interim,W/m2,3.124,6.905,-3.781,29.176,27.254,19.673,0.768
PRECT global ERA-Interim,mm/day,3.096,2.925,0.171,2.279,2.283,1.169,0.872
TMQ global ERA-Interim,kg/m2,24.422,24.41,0.013,13.843,14.303,2.39,0.986
U-200mb global ERA-Interim,m/s,17.651,15.687,1.964,11.766,12.313,4.43,0.947
Z3-500mb global ERA-Interim,hectometer,56.474,56.618,-0.144,2.778,2.575,0.327,0.997
OMEGA-200mb global ERA-Interim,mbar/day,0.184,0.002,0.181,11.407,9.33,7.661,0.745
OMEGA-500mb global ERA-Interim,mbar/day,-0.337,0.0,-0.337,22.059,20.601,15.745,0.73
OMEGA-850mb global ERA-Interim,mbar/day,-0.202,2.55,-2.752,28.645,37.976,23.676,0.667
T-850mb global ERA-Interim,K,280.426,281.125,-0.699,9.858,10.891,1.699,0.994
T-200mb global ERA-Interim,K,216.982,218.818,-1.837,3.458,2.015,2.734,0.855
TAUXY ocean ERA-Interim,N/m^2,0.072,0.067,0.005,0.058,0.051,0.025,0.907
LHFLX global MERRA2,W/m2,89.523,84.374,5.15,53.247,52.092,17.317,0.951
SHFLX global MERRA2,W/m2,15.881,18.961,-3.08,18.609,20.663,11.755,0.838
PSL global MERRA2,mbar,1011.218,1010.9,0.317,10.582,8.313,3.362,0.966
FSNS global MERRA2,W/m2,160.756,164.068,-3.312,63.273,61.911,16.121,0.968
FLNS global MERRA2,W/m2,52.228,62.112,-9.885,18.439,17.836,13.008,0.892
NET_FLUX_SRF global MERRA2,W/m2,3.124,-1.379,4.503,29.176,27.253,21.743,0.718
PRECT global MERRA2,mm/day,3.096,2.953,0.143,2.279,2.56,1.757,0.744
TMQ global MERRA2,kg/m2,24.422,24.944,-0.521,13.843,14.816,2.716,0.985
U-850mb global MERRA2,m/s,1.475,0.943,0.532,6.123,5.646,1.699,0.965
U-200mb global MERRA2,m/s,17.651,16.088,1.564,11.766,11.968,4.168,0.947
Z3-500mb global MERRA2,hectometer,56.474,56.597,-0.123,2.778,2.569,0.326,0.997
OMEGA-200mb global MERRA2,mbar/day,0.184,-0.1,0.283,11.407,9.306,8.15,0.708
OMEGA-500mb global MERRA2,mbar/day,-0.337,0.05,-0.387,22.059,22.137,18.875,0.635
T-850mb global MERRA2,K,280.426,277.934,2.492,9.858,26.877,14.324,0.562
T-200mb global MERRA2,K,216.982,218.64,-1.658,3.458,2.072,2.565,0.867
TAUXY ocean MERRA2,N/m^2,0.072,0.072,0.0,0.058,0.053,0.025,0.901
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,51.192,51.964,-0.771,21.257,16.389,11.464,0.846
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,23.865,33.221,-9.356,8.956,9.694,11.965,0.683
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,27.327,18.743,8.585,14.833,10.097,12.774,0.776
CLDTOT_TAU1.3_MISR global MISRCOSP,%,51.17,54.162,-2.992,21.414,18.838,11.04,0.842
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,23.845,31.925,-8.08,9.057,7.848,8.382,0.674
CLDTOT_TAU9.4_MISR global MISRCOSP,%,27.325,22.237,5.088,14.987,12.378,10.252,0.826
CLDLOW_TAU1.3_MISR global MISRCOSP,%,28.849,32.126,-3.277,17.771,15.893,11.083,0.766
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,16.32,20.985,-4.666,10.366,8.441,6.281,0.763
CLDLOW_TAU9.4_MISR global MISRCOSP,%,12.53,11.141,1.389,8.876,8.388,7.507,0.651
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,49.245,48.129,1.116,21.433,19.63,12.034,0.833
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,24.046,24.606,-0.56,9.074,8.203,7.246,0.655
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,25.199,23.523,1.676,15.383,13.484,7.953,0.863
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,33.578,27.171,6.407,19.832,18.236,12.42,0.847
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,18.189,14.24,3.95,10.254,8.324,7.407,0.792
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,15.389,12.931,2.457,12.026,10.988,7.266,0.827
CLDTOT_CAL global CALIPSOCOSP,%,61.621,67.251,-5.629,19.221,14.647,12.267,0.824
CLDLOW_CAL global CALIPSOCOSP,%,35.649,37.948,-2.299,21.984,17.515,12.091,0.845
CLDMED_CAL global CALIPSOCOSP,%,14.673,18.088,-3.416,11.927,9.678,6.894,0.869
CLDHGH_CAL global CALIPSOCOSP,%,30.05,32.041,-1.992,11.831,13.127,7.292,0.845
TGCLDLWP_OCN global SSMI,g/m^2,53.08,95.636,-42.556,26.669,24.473,41.972,0.754
AODVIS global AOD_550,dimensionless,0.154,0.132,0.022,0.144,0.089,0.095,0.779
TREFHT land ERA-Interim,DegC,9.124,8.189,0.935,18.167,17.637,2.757,0.989
TREFHT global ERA-Interim,DegC,14.33,14.411,-0.081,13.67,14.109,1.648,0.993
TREFHT land MERRA2,DegC,9.124,7.752,1.372,18.167,18.424,2.919,0.99
TREFHT global MERRA2,DegC,14.33,14.339,-0.009,13.67,14.441,1.737,0.994
PminusE global GPCP_OAFLux,mm/day,0.005,-0.132,0.137,2.275,2.166,1.327,0.855
PminusE global COREv2_Flux,mm/day,0.005,-0.291,0.296,2.326,2.099,1.466,0.824
